Дата;Запуск;Космодром;Стартовый комплекс;Ракета-носитель;Результат
28.12.72 14:00:00;"Запуск космического аппарата Целина-Д (""Космос-542"")";Плесецк  ; ;Восток-2М  ;Успешный 
01.12.72 00:49:00;"Запуск космического аппарата ДС-У1-ИК-2 (""Интеркосмос-8"")";Капустин Яр  ;СК РН Космос  ;Космос-1  ;Успешный 
03.11.72 04:34:00;"Запуск космического аппарата Целина-ОМ (""Космос-536"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
25.10.72 13:39:00;"Запуск космического аппарата ДС-П1-Ю (""Космос-526"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-1  ;Успешный 
11.10.72 16:19:00;"Запуск космического аппарата ДС-П1-Ю (""Космос-524"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-1  ;Успешный 
05.10.72 14:30:00;"Запуск космического аппарата ДС-П1-Ю (""Космос-523"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-1  ;Успешный 
29.09.72 23:18:00;"Запуск космического аппарата Тюльпан (""Космос-521"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
12.07.72 08:59:00;"Запуск космического аппарата ДС-П1-Ю (""Космос-501"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-1  ;Успешный 
10.07.72 19:15:00;"Запуск космического аппарата Целина-ОМ (""Космос-500"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
05.07.72 12:29:00;"Запуск космического аппарата ДС-П1-Ю (""Космос-498"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-1  ;Успешный 
30.06.72 12:19:00;"Запуск космического аппарата ДС-П1-И (""Космос-497"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-1  ;Успешный 
30.06.72 08:58:00;"Запуск космического аппарата ДС-У3-ИК-1 (""Интеркосмос-7"")";Капустин Яр  ;СК РН Космос  ;Космос-1  ;Успешный 
21.04.72 14:59:00;"Запуск космического аппарата ДС-П1-Ю (""Космос-487"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-1  ;Успешный 
11.04.72 14:04:00;"Запуск космического аппарата ДС-П1-Ю (""Космос-485"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-1  ;Успешный 
25.03.72 13:39:00;"Запуск космического аппарата ДС-П1-Ю (""Космос-481"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-1  ;Успешный 
22.03.72 23:30:00;"Запуск космического аппарата Целина-ОМ (""Космос-479"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
01.03.72 14:15:00;"Запуск космического аппарата Целина-Д (""Космос-476"")";Плесецк  ; ;Восток-2М  ;Успешный 
25.01.72 14:15:00;"Запуск космического аппарата ДС-П1-Ю (""Космос-472"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-1  ;Успешный 
27.12.71 17:04:00;"Запуск космического аппарата ДС-У2-ГКА (""Ореол-1"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
17.12.71 13:39:00;"Запуск космического аппарата ДС-П1-Ю (""Космос-467"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-1  ;Успешный 
02.12.71 20:30:00;"Запуск космического аппарата ДС-У2-МТ (""Космос-461"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-1  ;Успешный 
02.12.71 11:25:00;"Запуск космического аппарата ДС-У2-ИК-2 (""Интеркосмос-5"")";Капустин Яр  ;СК РН Космос  ;Космос-1  ;Успешный 
30.11.71 19:39:00;"Запуск космического аппарата Целина-ОМ (""Космос-460"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
29.11.71 20:30:00;"Запуск космического аппарата Тюльпан (""Космос-459"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
29.11.71 13:09:00;"Запуск космического аппарата ДС-П1-Ю (""Космос-458"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-1  ;Успешный 
17.11.71 14:09:00;"Запуск космического аппарата ДС-П1-Ю (""Космос-455"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-1  ;Успешный 
19.10.71 15:40:00;"Запуск космического аппарата ДС-П1-Ю (""Космос-453"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-1  ;Успешный 
24.09.71 13:30:00;"Запуск космического аппарата ДС-П1-И (""Космос-440"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-1  ;Успешный 
10.09.71 06:37:00;"Запуск космического аппарата Целина-ОМ (""Космос-437"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
07.09.71 04:15:00;"Запуск космического аппарата Целина-ОМ (""Космос-436"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
27.08.71 13:54:00;"Запуск космического аппарата ДС-П1-Ю (""Космос-435"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-1  ;Успешный 
04.06.71 21:10:00;"Запуск космического аппарата ДС-У2-К (""Космос-426"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
29.05.71 06:49:00;"Запуск космического аппарата Целина-ОМ (""Космос-425"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
27.05.71 14:59:00;"Запуск космического аппарата ДС-П1-Ю (""Космос-423"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-1  ;Успешный 
19.05.71 13:20:00;"Запуск космического аппарата ДС-П1-Ю (""Космос-421"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-1  ;Успешный 
24.04.71 14:15:00;"Запуск космического аппарата ДС-П1-Ю (""Космос-408"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-1  ;Успешный 
07.04.71 10:10:00;"Запуск космического аппарата Целина-Д (""Космос-405"")";Плесецк  ; ;Восток-2М  ;Успешный 
19.03.71 00:45:00;"Запуск космического аппарата Тюльпан (""Космос-400"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
18.02.71 00:09:00;"Запуск космического аппарата Целина-ОМ (""Космос-395"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
09.02.71 21:48:00;"Запуск космического аппарата Тюльпан (""Космос-394"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
26.01.71 15:44:00;"Запуск космического аппарата ДС-П1-Ю (""Космос-393"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-1  ;Успешный 
14.01.71 15:00:00;"Запуск космического аппарата ДС-П1-И (""Космос-391"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-1  ;Успешный 
18.12.70 19:15:00;"Запуск космического аппарата Целина-Д (""Космос-389"")";Плесецк  ; ;Восток-2М  ;Успешный 
18.12.70 12:39:00;"Запуск космического аппарата ДС-П1-Ю (""Космос-388"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-1  ;Успешный 
16.12.70 07:29:00;"Запуск космического аппарата Целина-ОМ (""Космос-387"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
24.11.70 13:59:00;"Запуск космического аппарата ДС-П1-Ю (""Космос-380"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-1  ;Успешный 
17.11.70 21:20:00;"Запуск космического аппарата ДС-У2-ИП (""Космос-378"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
14.10.70 14:29:00;"Запуск космического аппарата ДС-У3-ИК-2 (""Интеркосмос-4"")";Капустин Яр  ;СК РН Космос  ;Космос-1  ;Успешный 
08.10.70 18:10:00;"Запуск космического аппарата ДС-П1-Ю (""Космос-369"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-1  ;Успешный 
16.09.70 14:59:00;"Запуск космического аппарата ДС-П1-И (""Космос-362"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-1  ;Успешный 
19.08.70 17:59:00;"Запуск космического аппарата ДС-П1-Ю (""Космос-357"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-1  ;Успешный 
10.08.70 22:59:00;"Запуск космического аппарата ДС-У2-МГ (""Космос-356"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-1  ;Успешный 
07.08.70 05:59:00;"Запуск космического аппарата ДС-У2-ИК-1 (""Интеркосмос-3"")";Капустин Яр  ;СК РН Космос  ;Космос-1  ;Успешный 
27.06.70 10:39:00;"Запуск космического аппарата ДС-П1-Ю (""Космос-351"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-1  ;Успешный 
13.06.70 07:59:00;"Запуск космического аппарата ДС-У2-ГК (""Космос-348"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-1  ;Успешный 
12.06.70 12:30:00;"Запуск космического аппарата ДС-П1-Ю (""Космос-347"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-1  ;Успешный 
24.04.70 01:24:00;"Запуск космического аппарата ДС-У1-Р (""Космос-335"")";Капустин Яр  ;СК РН Космос  ;Космос-1  ;Успешный 
23.04.70 16:20:00;"Запуск космического аппарата ДС-П1-Ю (""Космос-334"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-1  ;Успешный 
07.04.70 14:10:00;"Запуск космического аппарата Целина-ОМ (""Космос-330"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
18.03.70 17:39:00;"Запуск космического аппарата ДС-П1-И (""Космос-327"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-1  ;Успешный 
27.02.70 20:24:00;"Запуск космического аппарата ДС-П1-Ю (""Космос-324"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-1  ;Успешный 
20.01.70 23:20:00;"Запуск космического аппарата ДС-У2-МГ (""Космос-321"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-1  ;Успешный 
16.01.70 13:59:00;"Запуск космического аппарата ДС-МО (""Космос-320"")";Капустин Яр  ;СК РН Космос  ;Космос-1  ;Успешный 
15.01.70 16:39:00;"Запуск космического аппарата ДС-П1-Ю (""Космос-319"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-1  ;Успешный 
27.12.89 03:00:00;"Запуск космического аппарата Кольцо (""Космос-2053"")";Плесецк  ; ;Циклон-3  ;Успешный 
28.09.89 03:04:00;"Запуск космического аппарата АУОС-З-АВ-ИК (""Интеркосмос-24"")";Плесецк  ; ;Циклон-3  ;Успешный 
04.07.89 18:21:00;Запуск космического аппарата Надежда №1;Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
13.06.89 00:00:00;"Запуск космического аппарата Тайфун-1 (""Космос-2027"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
14.02.89 20:00:00;"Запуск космического аппарата Дуга-К (""Космос-2002"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
23.12.88 10:20:00;"Запуск космического аппарата Кольцо (""Космос-1985"")";Плесецк  ; ;Циклон-3  ;Успешный 
23.11.88 17:50:00;"Запуск космического аппарата Целина-2 (""Космос-1980"")";Байконур  ; ;Зенит-2  ;Успешный 
11.10.88 11:01:00;"Запуск космического аппарата Целина-Д (""Космос-1975"")";Плесецк  ; ;Циклон-3  ;Успешный 
28.07.88 14:20:00;"Запуск космического аппарата Тайфун-2 (""Космос-1960"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
14.07.88 14:40:00;"Запуск космического аппарата Тайфун-1 (""Космос-1958"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
05.07.88 12:45:00;"Запуск космического аппарата Океан-О1 (""Океан"")";Плесецк  ; ;Циклон-3  ;Успешный 
14.06.88 06:18:00;"Запуск космического аппарата Целина-Д (""Космос-1953"")";Плесецк  ; ;Циклон-3  ;Успешный 
15.05.88 12:20:00;"Запуск космического аппарата Целина-2 (""Космос-1943"")";Байконур  ; ;Зенит-2  ;Успешный 
15.03.88 21:50:00;"Запуск космического аппарата Целина-Д (""Космос-1933"")";Плесецк  ; ;Циклон-3  ;Успешный 
06.01.88 10:41:00;"Запуск космического аппарата Целина-Д (""Космос-1908"")";Плесецк  ; ;Циклон-3  ;Успешный 
15.12.87 16:30:00;"Запуск космического аппарата Тайфун-1 (""Космос-1902"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
20.10.87 12:09:00;"Запуск космического аппарата Целина-Д (""Космос-1892"")";Плесецк  ; ;Циклон-3  ;Успешный 
28.08.87 11:20:00;"Запуск космического аппарата ЭПН 03.695 (""Космос-1873"")";Байконур  ; ;Зенит-2  ;Успешный 
01.08.87 06:59:00;"Запуск космического аппарата ЭПН 03.695 (""Космос-1871"")";Байконур  ; ;Зенит-2  ;Успешный 
16.07.87 07:25:00;"Запуск космического аппарата Океан-О1 (""Космос-1869"")";Плесецк  ; ;Циклон-3  ;Успешный 
01.07.87 22:35:00;"Запуск космического аппарата Целина-Д (""Космос-1862"")";Плесецк  ; ;Циклон-3  ;Успешный 
13.05.87 08:40:00;"Запуск космического аппарата Целина-2 (""Космос-1844"")";Байконур  ; ;Зенит-2  ;Успешный 
27.04.87 03:00:00;"Запуск космического аппарата Целина-Д (""Космос-1842"")";Плесецк  ; ;Циклон-3  ;Успешный 
18.03.87 11:30:00;"Запуск космического аппарата ЭПН 03.694 (""Космос-1833"")";Байконур  ; ;Зенит-2  ;Успешный 
03.03.87 18:03:00;"Запуск космического аппарата Целина-Д (""Космос-1825"")";Плесецк  ; ;Циклон-3  ;Успешный 
14.02.87 11:30:00;"Запуск космического аппарата ЭПН 03.695 (""Космос-1820"")";Байконур  ; ;Зенит-2  ;Успешный 
22.01.87 10:00:00;"Запуск космического аппарата Тайфун-2 (""Космос-1815"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
14.01.87 12:05:00;"Запуск космического аппарата Целина-Д (""Космос-1812"")";Плесецк  ; ;Циклон-3  ;Успешный 
18.12.86 11:00:00;"Запуск космического аппарата АУОС-З-И-Э (""Космос-1809"")";Плесецк  ; ;Циклон-3  ;Успешный 
10.12.86 10:30:00;"Запуск космического аппарата Целина-Р (""Космос-1805"")";Плесецк  ; ;Циклон-3  ;Успешный 
27.10.86 15:40:00;"Запуск космического аппарата Тайфун-1 (""Космос-1788"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
22.10.86 12:00:00;"Запуск космического аппарата Тайфун-1Б (""Космос-1787"")";Байконур  ; ;Космос-3М  ;Успешный 
22.10.86 11:00:00;"Запуск космического аппарата Тайфун-1Б (""Космос-1786"")";Байконур  ; ;Зенит-2  ;Успешный 
30.09.86 21:34:00;"Запуск космического аппарата Целина-Д (""Космос-1782"")";Плесецк  ; ;Циклон-3  ;Успешный 
30.09.86 21:34:00;"Запуск космического аппарата Тайфун-2 (""Космос-1776"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
30.07.86 11:30:00;"Запуск космического аппарата ЭПН 03.695 (""Космос-1767"")";Байконур  ; ;Зенит-2  ;Успешный 
28.07.86 00:08:00;"Запуск космического аппарата Океан-О1 (""Космос-1766"")";Плесецк  ; ;Циклон-3  ;Успешный 
12.06.86 07:43:00;"Запуск космического аппарата Целина-Д (""Космос-1758"")";Плесецк  ; ;Циклон-3  ;Успешный 
15.05.86 07:26:00;"Запуск космического аппарата Целина-Д (""Космос-1743"")";Плесецк  ; ;Циклон-3  ;Успешный 
20.02.86 02:04:00;"Запуск космического аппарата Целина-Д (""Космос-1733"")";Плесецк  ; ;Циклон-3  ;Успешный 
17.01.86 10:21:00;"Запуск космического аппарата Целина-Д (""Космос-1726"")";Плесецк  ; ;Циклон-3  ;Успешный 
28.12.85 12:16:00;"Запуск космического аппарата Целина-2 (""Космос-1714"")";Байконур  ; ;Зенит-2  ;Успешный 
12.12.85 18:51:00;"Запуск космического аппарата Целина-Д (""Космос-1707"")";Плесецк  ; ;Циклон-3  ;Успешный 
23.11.85 01:20:00;"Запуск космического аппарата Целина-Д (""Космос-1703"")";Плесецк  ; ;Циклон-3  ;Успешный 
22.10.85 11:00:00;"Запуск космического аппарата ЭПН 03.694 (""Космос-1697"")";Байконур  ; ;Зенит-2  ;Успешный 
02.10.85 09:00:00;"Запуск космического аппарата Тайфун-2 (""Космос-1688"")";Капустин Яр  ;СК РН Космос  ;Космос-3М  ;Успешный 
08.08.85 14:49:00;"Запуск космического аппарата Целина-Д (""Космос-1674"")";Плесецк  ; ;Циклон-3  ;Успешный 
09.07.85 02:40:00;"Запуск космического аппарата Целина-Д (""Космос-1666"")";Плесецк  ; ;Циклон-3  ;Успешный 
19.06.85 14:30:00;"Запуск космического аппарата Тайфун-2 (""Космос-1662"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
30.05.85 17:59:00;"Запуск космического аппарата Целина-2 (""Космос-1656"")";Байконур  ; ;Протон-К  ;Успешный 
05.03.85 18:39:00;"Запуск космического аппарата Целина-Д (""Космос-1633"")";Плесецк  ; ;Циклон-3  ;Успешный 
27.02.85 15:56:00;"Запуск космического аппарата Тайфун-1 (""Космос-1631"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
24.01.85 19:45:00;"Запуск космического аппарата Целина-Д (""Космос-1626"")";Плесецк  ; ;Циклон-3  ;Успешный 
20.12.84 16:00:00;"Запуск космического аппарата Тайфун-1Б (""Космос-1615"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
18.10.84 20:46:00;"Запуск космического аппарата Целина-Д (""Космос-1606"")";Плесецк  ; ;Циклон-3  ;Успешный 
28.09.84 17:00:00;"Запуск космического аппарата Целина-2 (""Космос-1603"")";Байконур  ; ;Протон-К  ;Успешный 
28.09.84 09:00:00;"Запуск космического аппарата Океан-ОЭ (""Космос-1602"")";Плесецк  ; ;Циклон-3  ;Успешный 
27.09.84 12:30:00;"Запуск космического аппарата Тайфун-2 (""Космос-1601"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
27.06.84 07:59:00;"Запуск космического аппарата Тайфун-1Б (""Космос-1577"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
15.03.84 20:05:00;"Запуск космического аппарата Целина-Д (""Космос-1544"")";Плесецк  ; ;Циклон-3  ;Успешный 
08.02.84 12:53:00;"Запуск космического аппарата Целина-Д (""Космос-1536"")";Плесецк  ; ;Циклон-3  ;Успешный 
26.01.84 15:00:00;"Запуск космического аппарата Тайфун-1 (""Космос-1534"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
15.12.83 15:25:00;"Запуск космического аппарата Целина-Д (""Космос-1515"")";Плесецк  ; ;Циклон-3  ;Успешный 
11.11.83 15:30:00;"Запуск космического аппарата Тайфун-1 (""Космос-1508"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
05.10.83 15:00:00;"Запуск космического аппарата Тайфун-1Б (""Космос-1502"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
30.09.83 14:00:00;"Запуск космического аппарата Тайфун-2 (""Космос-1501"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
28.09.83 10:59:00;"Запуск космического аппарата Океан-ОЭ (""Космос-1500"")";Плесецк  ; ;Циклон-3  ;Успешный 
31.08.83 09:30:00;"Запуск космического аппарата Тайфун-2 (""Космос-1494"")";Капустин Яр  ;СК РН Космос  ;Космос-3М  ;Успешный 
20.07.83 11:00:00;"Запуск космического аппарата Целина-Д (""Космос-1483"")";Плесецк  ; ;Циклон-3  ;Успешный 
23.06.83 02:58:00;"Запуск космического аппарата Целина-Д (""Космос-1470"")";Плесецк  ; ;Циклон-3  ;Успешный 
26.05.83 08:00:00;"Запуск космического аппарата Тайфун-2 (""Космос-1465"")";Капустин Яр  ;СК РН Космос  ;Космос-3М  ;Успешный 
19.05.83 15:00:00;"Запуск космического аппарата Тайфун-1Б (""Космос-1463"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
23.04.83 17:30:00;"Запуск космического аппарата Целина-Д (""Космос-1455"")";Плесецк  ; ;Циклон-3  ;Успешный 
19.04.83 15:00:00;"Запуск космического аппарата Тайфун-2 (""Космос-1453"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
06.04.83 15:00:00;"Запуск космического аппарата Тайфун-1 (""Космос-1450"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
16.02.83 13:03:00;"Запуск космического аппарата Целина-Д (""Космос-1441"")";Плесецк  ; ;Восток-2М  ;Успешный 
27.01.83 11:30:00;"Запуск космического аппарата Тайфун-2 (""Космос-1438"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
20.01.83 20:26:00;"Запуск космического аппарата Целина-Д (""Космос-1437"")";Плесецк  ; ;Восток-2М  ;Успешный 
28.12.82 15:00:00;"Запуск космического аппарата Тайфун-1Б (""Космос-1427"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
21.10.82 17:00:00;"Запуск космического аппарата Тайфун-1Б (""Космос-1418"")";Капустин Яр  ;СК РН Космос  ;Космос-3М  ;Успешный 
16.09.82 21:31:00;"Запуск космического аппарата Целина-Д (""Космос-1408"")";Плесецк  ; ;Циклон-3  ;Успешный 
05.08.82 09:56:00;"Запуск космического аппарата Целина-Д (""Космос-1400"")";Плесецк  ; ;Восток-2М  ;Успешный 
29.07.82 22:40:00;"Запуск космического аппарата Тайфун-2 (""Космос-1397"")";Капустин Яр  ;СК РН Космос  ;Космос-3М  ;Успешный 
10.06.82 20:37:00;"Запуск космического аппарата Целина-Д (""Космос-1378"")";Плесецк  ; ;Циклон-3  ;Успешный 
06.06.82 20:10:00;"Запуск космического аппарата Тюльпан (""Космос-1375"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
05.05.82 11:01:00;"Запуск космического аппарата Целина-Д (""Космос-1356"")";Плесецк  ; ;Восток-2М  ;Успешный 
21.04.82 03:40:00;"Запуск космического аппарата Тайфун-2 (""Космос-1351"")";Капустин Яр  ;СК РН Космос  ;Космос-3М  ;Успешный 
31.03.82 19:27:00;"Запуск космического аппарата Целина-Д (""Космос-1346"")";Плесецк  ; ;Восток-2М  ;Успешный 
31.03.82 12:00:00;"Запуск космического аппарата Целина-ОМ (""Космос-1345"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
19.02.82 04:42:00;"Запуск космического аппарата Целина-Д (""Космос-1340"")";Плесецк  ; ;Восток-2М  ;Успешный 
29.01.82 14:00:00;"Запуск космического аппарата Тайфун-2 (""Космос-1335"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
03.12.81 14:47:00;"Запуск космического аппарата Целина-Д (""Космос-1328"")";Плесецк  ; ;Циклон-3  ;Успешный 
14.10.81 02:01:00;"Запуск космического аппарата Целина-Д (""Космос-1315"")";Плесецк  ; ;Восток-2М  ;Успешный 
29.09.81 00:00:00;"Запуск космического аппарата Тайфун-2 (""Космос-1311"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
23.09.81 11:00:00;"Запуск космического аппарата Тайфун-1 (""Космос-1310"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
21.09.81 16:10:00;"Запуск космического аппарата АУОС-З-М-А-ИК (""Ореол-3"")";Плесецк  ; ;Циклон-3  ;Успешный 
25.08.81 00:40:00;"Запуск космического аппарата Целина-Д (""Космос-1300"")";Плесецк  ; ;Циклон-3  ;Успешный 
19.05.81 06:49:00;"Запуск космического аппарата Целина-Д (""Космос-1271"")";Плесецк  ; ;Восток-2М  ;Успешный 
09.04.81 18:00:00;"Запуск космического аппарата Тайфун-1 (""Космос-1263"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
06.02.81 11:00:00;"Запуск космического аппарата АУОС-З-Р-П-ИК (""Интеркосмос-21"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
27.01.81 17:58:00;"Запуск космического аппарата Целина-Д (""Космос-1242"")";Плесецк  ; ;Восток-2М  ;Успешный 
21.01.81 11:29:00;"Запуск космического аппарата Тюльпан (""Космос-1241"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
16.01.81 15:00:00;"Запуск космического аппарата Тайфун-1 (""Космос-1238"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
21.11.80 14:53:00;"Запуск космического аппарата Целина-Д (""Космос-1222"")";Плесецк  ; ;Восток-2М  ;Успешный 
14.10.80 23:41:00;"Запуск космического аппарата Целина-ОМ (""Космос-1215"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
15.08.80 08:34:00;"Запуск космического аппарата Целина-Д (""Космос-1206"")";Плесецк  ; ;Восток-2М  ;Успешный 
31.07.80 13:20:00;"Запуск космического аппарата Тайфун-2 (""Космос-1204"")";Капустин Яр  ;СК РН Космос  ;Космос-3М  ;Успешный 
06.06.80 14:00:00;"Запуск космического аппарата Тайфун-2 (""Космос-1186"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
04.06.80 10:34:00;"Запуск космического аппарата Целина-Д (""Космос-1184"")";Плесецк  ; ;Восток-2М  ;Успешный 
14.05.80 16:00:00;"Запуск космического аппарата Тайфун-1Б (""Космос-1179"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
03.04.80 10:40:00;"Запуск космического аппарата Тюльпан (""Космос-1171"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
27.03.80 10:30:00;"Запуск космического аппарата Тайфун-1 (""Космос-1169"")";Плесецк  ;СК 132/1 (РН Космос)  ;Космос-3М  ;Успешный 
30.01.80 15:51:00;"Запуск космического аппарата Целина-Д (""Космос-1154"")";Плесецк  ; ;Восток-2М  ;Успешный 
23.01.80 10:00:00;"Запуск космического аппарата Океан-Э №2 (""Космос-1151"")";Плесецк  ; ;Циклон-3  ;Успешный 
26.12.99 11:00:00;"Запуск космического аппарата ""Космос-2367""";Байконур  ;СК РН Циклон. Пл. №90. ПУ №20  ;Циклон-2  ;Успешный 
06.09.99 19:36:00;Запуск двух космических аппаратов Ямал;Байконур  ;СК РН типа Протон. Пл. №81. ПУ №24  ;Протон-К с РБ  ;Успешный 
19.07.99 00:00:00;"Запуск космического аппарата Океан-О (""Океан"")";Байконур  ; ;Зенит-2  ;Успешный 
30.12.98 21:35:00;Запуск трех космических аппаратов системы ГЛОНАСС;Байконур  ;СК РН типа Протон. Пл. №200. ПУ №39  ;Протон-К с РБ  ;Успешный 
20.11.98 09:40:00;Запуск Функционального грузового блока Заря;Байконур  ;СК РН типа Протон. Пл. №81. ПУ №24  ;Протон-К  ;Успешный 
28.07.98 12:15:00;"Запуск космического аппарата Целина-2 (""Космос-2360"")";Байконур  ; ;Зенит-2  ;Успешный 
14.02.97 06:47:00;Запуск трех КА Гонец-Д и трех аппаратов серии Космос;Плесецк  ;СК 32/1 (РН Циклон)  ;Циклон-3  ;Успешный 
04.09.96 12:01:00;"Запуск космического аппарата Целина-2 (""Космос-2333"")";Байконур  ; ;Зенит-2  ;Успешный 
